Wikipedia_movie_ID,title,Movie_genres,Movie_year_released,averageRating,numVotes,e_count,i_count,extro_proportion,number of characters,extroverted_bin,treatment,Propensity_score
1496622,lean on me,"['Docudrama', 'Action', 'Drama', 'Coming of age', 'Biopic [feature]', 'Biography', 'Biographical film']",-0.3112427623574658,7.4,-0.47959703208462046,1,0,1.0,1,"(0.947, 1.0]",1,0.6333197565913712
284676,once upon a time in the west,"['Action', 'Action/Adventure', 'Western', 'Spaghetti Western', 'Ensemble Film', 'Epic Western', 'Revisionist Western', 'World cinema']",-1.584080127120633,8.5,0.7808024490008081,1,4,0.2,5,"(0.158, 0.211]",0,0.6420939199164233
42147,midnight cowboy,"['Buddy film', 'Drama']",-1.5234688240366727,7.8,-0.10608069213403017,2,0,1.0,2,"(0.947, 1.0]",1,0.6493780594836435
27702708,real steel,"['Science Fiction', 'Sports', 'Action', 'Drama']",1.0222059054896617,7.1,0.8000914900462464,2,3,0.4,5,"(0.368, 0.421]",0,0.5988992917803054
20777420,district 9,"['Action', 'Drama', 'Thriller', 'Science Fiction', 'Sci-Fi Adventure', 'World cinema']",0.9009832993217411,7.9,2.204783375789287,2,3,0.4,5,"(0.368, 0.421]",0,0.5871548805320359
1430396,corpse bride,"['Costume drama', 'Comedy', 'Romantic comedy', 'Musical', 'Fantasy', 'Animation', 'Stop motion', 'Black comedy']",0.6585380869858998,7.4,0.5811980214065008,6,4,0.6,10,"(0.579, 0.632]",1,0.6071375865764872
2311212,double impact,"['Action', 'Action/Adventure', 'Thriller', 'Martial Arts Film', 'Crime Fiction']",-0.19002015618954507,4.4,-0.5615214063312027,1,0,1.0,1,"(0.947, 1.0]",1,0.6321187555505328
51906,breakfast at tiffany's,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Comedy of manners', 'Comedy-drama']",-2.0083592487083552,7.6,0.17334899661978703,3,3,0.5,6,"(0.474, 0.526]",1,0.6545145885319802
477099,50 first dates,"['Comedy', 'Romance Film', 'Romantic comedy']",0.5979267839019394,6.8,0.899394476573628,0,2,0.0,2,,0,0.6050608638715331
2094975,arizona dream,"['Comedy', 'Adventure', 'Romance Film', 'Drama', 'Fantasy', 'Indie', 'Comedy-drama', 'Romantic drama']",-0.0687975500216244,7.2,-0.3903021764929807,3,2,0.6,5,"(0.579, 0.632]",1,0.6285139059588193
2298338,welcome to the dollhouse,"['Comedy', 'Cult', 'Drama', 'Coming of age', 'Domestic Comedy', 'Indie', 'Black comedy']",0.0524250561462963,7.4,-0.4241120485190281,0,2,0.0,2,,0,0.6268485170284103
16706073,"i love you, man","['Comedy', 'Romance Film', 'Buddy film']",0.9009832993217411,7.0,0.27484543839545783,5,3,0.625,8,"(0.579, 0.632]",1,0.6060549430322725
73444,easy rider,"['Adventure', 'Action', 'Existentialism', 'Action/Adventure', 'Drama', 'Biker Film', 'Americana', 'Indie', 'Outlaw biker film', 'New Hollywood', 'Crime Fiction', 'Road movie', 'Stoner film']",-1.5234688240366727,7.3,-0.11469334526844127,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6494578617900136
629072,hard eight,"['Drama', 'Thriller', 'Indie', 'Crime Fiction', 'Crime Drama']",0.11303635923025664,7.1,-0.3556235703990625,0,3,0.0,3,,0,0.6252007027625214
43566,heat,"['Action', 'Action/Adventure', 'Thriller', 'Psychological thriller', 'Drama', 'Crime Fiction', 'Crime Thriller', 'Heist']",0.0524250561462963,6.1,-0.5671269030768304,7,10,0.4117647058823529,17,"(0.368, 0.421]",0,0.6282089329546139
672934,the lawnmower man,"['Science Fiction', 'Japanese Movies', 'Horror', 'Sci-Fi Horror']",-0.12940885310558473,5.4,-0.41743734061294413,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6297634540927812
3370462,the addiction,"['Black-and-white', 'Horror', 'Drama']",0.0524250561462963,6.4,-0.5236351667559156,0,5,0.0,5,,0,0.6277954355521816
9990262,200 pounds beauty,"['Comedy', 'Romance Film']",0.7191493900698601,6.7,-0.5339106004817716,1,0,1.0,1,"(0.947, 1.0]",1,0.6169037271925543
1348145,emma,"['Black-and-white', 'Comedy-drama', 'Drama']",-3.7660870381432052,7.0,-0.563223496156488,5,3,0.625,8,"(0.579, 0.632]",1,0.6883040117302818
1917925,what ever happened to baby jane?,"['Drama', 'Horror', 'Thriller', 'Psychological thriller']",-1.9477479456243951,8.0,-0.3306739996806201,0,2,0.0,2,,0,0.6581823614870221
915306,better off dead,"['Comedy', 'Romance Film', 'Romantic comedy', 'Teen', 'Black comedy']",-0.5536879746933071,7.1,-0.3787609854374668,5,4,0.5555555555555556,9,"(0.526, 0.579]",1,0.6363104531221545
43849,the apartment,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Black-and-white', 'Comedy-drama', 'Workplace Comedy']",-2.0689705517923156,8.3,0.1843437893249207,4,0,1.0,4,"(0.947, 1.0]",1,0.6553741858758823
2273984,thank you for smoking,"['Comedy', 'Drama', 'Parody', 'Satire', 'Political cinema', 'Indie', 'Film adaptation', 'Political satire', 'Comedy-drama', 'Black comedy']",0.6585380869858998,7.5,0.3245087244293008,1,0,1.0,1,"(0.947, 1.0]",1,0.6096265020457515
3564280,the road home,"['Romance Film', 'Chinese Movies', 'Drama', 'Romantic drama', 'World cinema']",0.29487026848213765,6.0,-0.5674453078709369,0,1,0.0,1,,0,0.6242317851282864
543162,boys don't cry,"['Docudrama', 'Romance Film', 'Drama', 'Gay', 'Gay Interest', 'Crime Fiction', 'Gay Themed']",0.29487026848213765,7.5,-0.1670886230541855,2,3,0.4,5,"(0.368, 0.421]",0,0.6204022339483789
17574075,scott pilgrim vs. the world,"['Comedy', 'Superhero movie', 'Romance Film', 'Romantic comedy', 'Action/Adventure', 'Action', 'Action Comedy', 'Fantasy', 'Martial Arts Film', 'Adventure']",0.9615946024057015,7.5,1.2081291991553935,10,6,0.625,16,"(0.579, 0.632]",1,0.5959278239881478
1571083,mr. & mrs. smith,"['Comedy', 'Romance Film', 'Romantic comedy', 'Black-and-white', 'Screwball comedy']",-3.220585310387562,6.3,-0.5239378478564859,1,0,1.0,1,"(0.947, 1.0]",1,0.6796891059526192
670386,bull durham,"['Comedy', 'Romance Film', 'Romantic comedy', 'Baseball', 'Sports']",-0.37185406544142613,7.1,-0.3397072616171225,3,2,0.6,5,"(0.579, 0.632]",1,0.6329848215559871
25517416,chloe,"['Drama', 'Thriller']",0.9009832993217411,3.4,-0.5663210637831042,3,0,1.0,3,"(0.947, 1.0]",1,0.6141978224713112
3186725,the outsiders,"['Drama', 'Coming of age', 'Period piece', 'Teen', 'Film adaptation']",-0.6749105808612278,5.5,-0.5663878894806327,3,3,0.5,6,"(0.474, 0.526]",1,0.6400368510164391
6141751,the princess and the frog,"['Romance Film', 'Musical', 'Fantasy', 'Fairy tale', ""Children's/Family"", 'Family Film', ""Children's Fantasy"", 'Animation']",0.9009832993217411,7.1,0.06468255059164435,9,1,0.9,10,"(0.895, 0.947]",1,0.6080951385919046
1305939,uptown girls,"['Comedy', 'Romance Film', 'Drama', 'Coming of age', 'Buddy film']",0.5373154808179791,6.2,-0.40391103324849476,1,0,1.0,1,"(0.947, 1.0]",1,0.6186658758782978
3112909,fantastic mr. fox,"['Comedy', ""Children's/Family"", 'Animation', 'Family Film', 'Adventure', 'Stop motion']",0.9009832993217411,7.9,0.45247207334964984,2,8,0.2,10,"(0.158, 0.211]",0,0.6043277079019375
49800,lara croft: tomb raider,"['Action', 'Action/Adventure', 'Thriller', 'Japanese Movies', 'Fantasy Adventure', 'Fantasy', 'Adventure']",0.41609287465005834,5.7,0.2817835181682719,2,2,0.5,4,"(0.474, 0.526]",1,0.6140777859517264
559847,con air,"['Action', 'Action/Adventure', 'Thriller', 'Action Thrillers', 'Crime Fiction']",0.173647662314217,6.9,0.6627607507017523,1,3,0.25,4,"(0.211, 0.263]",0,0.6144331483885229
88075,shakespeare in love,"['Costume drama', 'Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Period piece', 'Comedy-drama', 'Romantic drama']",0.23425896539817734,7.1,0.34242980413709645,9,6,0.6,15,"(0.579, 0.632]",1,0.6165123633967544
156745,pretty woman,"['Comedy', 'Romance Film', 'Romantic comedy']",-0.25063145927350544,7.1,0.7906140337673485,3,2,0.6,5,"(0.579, 0.632]",1,0.6202336557886244
171026,cape fear,"['Drama', 'Thriller', 'Psychological thriller', 'Suspense', 'Crime Fiction', 'Crime Thriller', 'Remake']",-0.19002015618954507,7.7,-0.4455827520426034,1,3,0.25,4,"(0.211, 0.263]",0,0.6310208395379826
6233638,a simple plan,"['Thriller', 'Drama', 'Japanese Movies', 'Suspense', 'Crime Fiction', 'Crime Thriller', 'Crime Drama']",0.23425896539817734,7.5,-0.27476054546616846,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6224332251375037
475977,can't hardly wait,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Ensemble Film', 'Teen']",0.23425896539817734,6.5,-0.35844597338879647,3,3,0.5,6,"(0.474, 0.526]",1,0.623233279383237
406339,the crow,"['Superhero movie', 'Action', 'Action/Adventure', 'Thriller', 'Indie', 'Fantasy']",-0.008186246937664047,3.7,-0.5673313110928,7,5,0.5833333333333334,12,"(0.579, 0.632]",1,0.6292032329304131
5224,citizen kane,"['Mystery', 'Drama', 'Period piece', 'Black-and-white', 'Film à clef', 'Political drama', 'Epic']",-3.220585310387562,8.3,1.2328036052369538,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.663928152453257
8977593,american flyers,"['Sports', 'Family Drama', 'Drama']",-0.5536879746933071,6.5,-0.5420908520439394,1,1,0.5,2,"(0.474, 0.526]",1,0.6378473159082937
55325,total recall,"['Action', 'Action/Adventure', 'Thriller', 'Science Fiction', 'Dystopia', 'Future noir', 'Adventure']",-0.25063145927350544,7.5,0.7956102373884514,3,2,0.6,5,"(0.579, 0.632]",1,0.6201857611305083
1210303,constantine,"['Mystery', 'Action', 'Horror', 'Drama', 'Fantasy']",0.6585380869858998,7.0,0.8698732419595581,2,6,0.25,8,"(0.211, 0.263]",0,0.6043318711694651
1732142,how to make an american quilt,"['Romance Film', 'Drama', 'Coming of age', 'Film adaptation', 'Romantic drama']",0.0524250561462963,6.3,-0.5191185357876644,0,1,0.0,1,,0,0.6277524829790125
15142854,like water for chocolate,"['Romance Film', 'Drama', 'Erotic Drama', 'Romantic drama', 'World cinema']",-0.12940885310558473,7.1,-0.4945699192543931,0,2,0.0,2,,0,0.6304950679028838
12111728,charlie bartlett,"['Comedy', 'Drama', 'Coming of age', 'Indie', 'Teen', 'Comedy-drama']",0.7797606931538205,6.9,-0.30710811399335647,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6137126529591671
21913863,one flew over the cuckoo's nest,"['Comedy', 'Existentialism', 'Drama', 'Indie', 'Film adaptation', 'Comedy-drama', 'Tragicomedy', 'Tragedy']",-1.1598010055329107,8.7,3.553907728575671,3,6,0.3333333333333333,9,"(0.316, 0.368]",0,0.6086994120091738
501340,big daddy,"['Comedy', 'Drama', 'Slapstick', 'Family Drama', 'Family Film']",0.29487026848213765,6.1,-0.5645560791836745,1,0,1.0,1,"(0.947, 1.0]",1,0.6242042035755728
686022,wolf,"['Horror', 'Supernatural', 'Thriller']",-0.008186246937664047,7.5,-0.5641000920711269,3,1,0.75,4,"(0.737, 0.789]",1,0.6291725522357492
464128,bad news bears,"['Comedy', 'Baseball', 'Coming of age', 'Sports', 'Family Film']",-1.0991897024489503,5.8,-0.47925111082682575,5,1,0.8333333333333334,6,"(0.789, 0.842]",1,0.6460533046418954
1190931,godzilla,"['Horror', 'Action', 'Thriller', 'Monster', 'Science Fiction', 'Japanese Movies', 'Remake', 'Disaster']",0.23425896539817734,7.5,-0.42320400521731705,15,18,0.45454545454545453,33,"(0.421, 0.474]",0,0.6238519223263636
32898123,killer joe,"['Comedy film', 'Comedy', 'Mystery', 'Erotic thriller', 'Cult', 'Thriller', 'Drama', 'Crime Fiction', 'Black comedy']",1.0222059054896617,6.7,-0.24566385057757373,3,2,0.6,5,"(0.579, 0.632]",1,0.6090784632644152
11223,four weddings and a funeral,"['Comedy', 'Romance Film', 'Romantic comedy', 'Slice of life story']",-0.008186246937664047,7.1,0.06767398328689167,2,2,0.5,4,"(0.474, 0.526]",1,0.623154045502502
19596597,sherlock holmes,"['Comedy', 'Action', 'Action/Adventure', 'Thriller', 'Drama', 'Period piece', 'Crime Fiction', 'Detective fiction', 'Crime Thriller']",0.9009832993217411,6.1,-0.567457100641089,4,4,0.5,8,"(0.474, 0.526]",1,0.614208777855319
766887,bring it on,"['Comedy', 'Sports', 'Teen', 'Comedy of manners']",0.355481571566098,6.1,-0.16348003538764538,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6193659487978181
29471340,arthur christmas,"['Comedy', 'Holiday Film', 'Computer Animation', 'Family Film', 'Animation']",1.0222059054896617,7.1,-0.31544560249088544,4,1,0.8,5,"(0.789, 0.842]",1,0.6097544441784414
32427135,the flowers of war,"['Historical drama', 'Chinese Movies', 'Drama', 'War film', 'Historical fiction']",1.0222059054896617,7.5,-0.35170050886179993,1,3,0.25,4,"(0.211, 0.263]",0,0.6101054819546607
33879879,"leafie, a hen into the wild","['Drama', 'Adventure', 'Family Film', 'Animation']",1.0222059054896617,7.0,-0.5635615555675146,1,4,0.2,5,"(0.158, 0.211]",0,0.612154533628948
6804043,gladiator,"['Drama', 'Sports', 'Boxing', 'Teen', 'Crime Fiction']",-0.12940885310558473,5.6,-0.5671308340002145,2,6,0.25,8,"(0.211, 0.263]",0,0.6311827719347866
55720,mulan,"['Musical', 'Drama', ""Children's"", 'Music', 'Family Film', 'Animation', 'Adventure']",0.23425896539817734,7.7,0.6402011814008005,7,8,0.4666666666666667,15,"(0.421, 0.474]",0,0.6136432418338147
587265,audition,"['Mystery', 'Horror', 'Thriller', 'Drama', 'Japanese Movies', 'World cinema']",0.29487026848213765,6.5,-0.5644853225627618,2,2,0.5,4,"(0.474, 0.526]",1,0.6242035280988686
2600144,idiocracy,"['Comedy', 'Cult', 'Thriller', 'Parody', 'Science Fiction', 'Satire', 'Political cinema', 'Dystopia', 'Indie', 'Time travel', 'Adventure', 'Black comedy']",0.7191493900698601,6.5,0.12682651836978456,2,2,0.5,4,"(0.474, 0.526]",1,0.6105290281603413
1897341,the pianist,"['War film', 'Biographical film', 'History', 'Drama']",0.4767041777340187,4.8,-0.5670089753753095,1,4,0.2,5,"(0.158, 0.211]",0,0.6212313914542388
3448890,george of the jungle,"['Comedy', 'Romance Film', 'Action', 'Parody', 'Jungle Film', 'Slapstick', 'Family Film', 'Adventure']",0.173647662314217,6.7,-0.5627203379633321,1,0,1.0,1,"(0.947, 1.0]",1,0.6261789973882235
20223641,legend of the guardians: the owls of ga'hoole,"['Adventure', 'Fantasy', 'Animation']",0.9615946024057015,6.9,-0.22877660371977815,4,5,0.4444444444444444,9,"(0.421, 0.474]",0,0.6099266929519318
44501,cast away,"['Airplanes and airports', 'Adventure', 'Action/Adventure', 'Drama']",0.355481571566098,7.8,1.8823415233674068,0,2,0.0,2,,0,0.5995519700704329
2244052,arlington road,"['Crime Thriller', 'Action', 'Thriller', 'Psychological thriller']",0.29487026848213765,7.2,-0.21132330389468215,0,2,0.0,2,,0,0.6208261015154967
14941280,ratatouille,"['Comedy', 'Drama', 'Coming of age', 'Fantasy', 'Computer Animation', 'Family Film', 'Animation']",0.7797606931538205,8.1,2.5545883858874046,4,5,0.4444444444444444,9,"(0.421, 0.474]",0,0.5857642812166458
5788437,the name of the rose,"['Costume drama', 'Mystery', 'Detective', 'Thriller', 'Drama', 'Gothic Film', 'Period piece', 'Whodunit', 'Crime Fiction', 'Detective fiction', 'Crime Thriller', 'Film adaptation', 'World cinema']",-0.4930766716093468,7.7,-0.11862819957585592,1,3,0.25,4,"(0.211, 0.263]",0,0.6328698032167881
3947,blue velvet,"['Mystery', 'Crime Fiction', 'Thriller']",-0.4930766716093468,7.7,0.2599354459998297,1,1,0.5,2,"(0.474, 0.526]",1,0.6292829034224179
20898157,dear john,"['Romance Film', 'Drama', 'War film', 'Film adaptation', 'Romantic drama']",0.9615946024057015,6.4,-0.5660734156099102,0,2,0.0,2,,0,0.6131876042573313
673613,bad boys,"['Comedy', 'Action', 'Action/Adventure', 'Buddy cop', 'Thriller', 'Drama', 'Crime Fiction', 'Buddy film']",0.0524250561462963,5.3,-0.5674806861813932,13,4,0.7647058823529411,17,"(0.737, 0.789]",1,0.6282122957765727
183619,baraka,"['Experimental film', 'Avant-garde', 'Essay Film', 'Nature', 'Anthropology', 'Documentary']",-0.12940885310558473,5.4,-0.5672723472420396,0,1,0.0,1,,0,0.6311841126224614
682393,menace ii society,"['Gangster Film', 'Crime Fiction', 'Drama']",-0.0687975500216244,7.5,-0.3200211973098971,1,0,1.0,1,"(0.947, 1.0]",1,0.6278458402869481
68092,chinatown,"['Drama', 'Mystery', 'Crime Fiction', 'Thriller']",-1.220412308616871,8.2,0.7756961795249523,1,1,0.5,2,"(0.474, 0.526]",1,0.6362593352554201
2731003,powder,"['Drama', 'Albino bias', 'Fantasy']",0.0524250561462963,9.0,-0.5675199954152335,0,3,0.0,3,,0,0.6282126694226905
76366,some like it hot,"['Comedy', 'Romance Film', 'Romantic comedy', 'Black-and-white', 'Sex comedy', 'Screwball comedy']",-2.129581854876276,6.6,-0.5663760967104806,4,0,1.0,4,"(0.947, 1.0]",1,0.6631917600450058
12555863,heat,"['Action', 'Action/Adventure', 'Drama', 'Thriller', 'Crime Fiction', 'Crime Thriller', 'Gangster Film']",-0.4930766716093468,6.1,-0.5671269030768304,7,10,0.4117647058823529,17,"(0.368, 0.421]",0,0.6371003469382753
2649257,pride and prejudice,"['Costume drama', 'Romance Film', 'Drama', 'Black-and-white', 'Film adaptation']",-3.2811966134715225,7.4,-0.5322674745072469,8,8,0.5,16,"(0.474, 0.526]",1,0.6806876018646398
2810158,barnyard,"['Comedy', 'Computer Animation', ""Children's/Family"", 'Family Film', 'Animation']",0.7191493900698601,5.6,-0.4358104765099033,5,4,0.5555555555555556,9,"(0.526, 0.579]",1,0.6159597498441519
28272795,one day,"['Comedy film', 'Romance Film', 'Drama', 'Period piece', 'Romantic drama']",1.0222059054896617,6.0,-0.5674924789515453,1,1,0.5,2,"(0.474, 0.526]",1,0.6121925150408365
725103,sleepers,"['Drama', 'Thriller', 'Coming of age', 'Period piece', 'Crime Fiction', 'Courtroom Drama']",0.11303635923025664,8.3,-0.5658179055899483,6,4,0.6,10,"(0.579, 0.632]",1,0.627203035430909
14482638,alice in wonderland,"['Adventure', 'Computer Animation', 'Fantasy', 'Family Film']",0.9615946024057015,6.2,-0.5565605810205561,14,10,0.5833333333333334,24,"(0.579, 0.632]",1,0.6130957736936654
30000,taxi driver,"['Existentialism', 'Drama', 'Thriller', 'Psychological thriller', 'New Hollywood', 'Crime Fiction']",-1.0991897024489503,6.7,-0.5663996822507847,8,2,0.8,10,"(0.789, 0.842]",1,0.646863902871776
4558294,the blues brothers,"['Comedy', 'Action', 'Action/Adventure', 'Cult', 'Action Comedy', 'Musical', 'Adventure Comedy', 'Screwball comedy', 'Absurdism', 'Buddy film']",-0.8567444901131088,7.9,0.2554541933420348,14,7,0.6666666666666666,21,"(0.632, 0.684]",1,0.635255639337745
129410,mississippi burning,"['Mystery', 'Political thriller', 'Detective', 'Drama', 'Political drama', 'Crime Fiction', 'Detective fiction']",-0.37185406544142613,7.8,-0.14736718043650385,5,4,0.5555555555555556,9,"(0.526, 0.579]",1,0.631164442848468
187010,pinocchio,"['Drama', 'Fantasy', 'Music', 'Family Film', 'Animation', 'Adventure']",-3.2811966134715225,6.6,-0.5666591231941308,7,4,0.6363636363636364,11,"(0.632, 0.684]",1,0.6809917402650368
2236324,freaky friday,"['Comedy', 'Fantasy', 'Family Film']",0.5373154808179791,6.3,-0.5136427595137097,3,4,0.42857142857142855,7,"(0.421, 0.474]",0,0.6197188744078279
11845883,city of ember,"['Drama', 'Science Fiction', 'Dystopia', 'Fantasy Adventure', 'Fantasy', 'Film adaptation', 'Family Drama', ""Children's/Family"", 'Family Film', 'Adventure', ""Children's Fantasy""]",0.8403719962377808,6.4,-0.2969859862794776,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6126065995545543
6264910,a midsummer night's dream,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Fantasy', 'Period piece', 'Romantic drama']",0.29487026848213765,5.6,-0.5661795505412791,4,1,0.8,5,"(0.789, 0.842]",1,0.6242197018805539
22740984,enter the void,"['Experimental film', 'Avant-garde', 'Drama', 'Fantasy', 'Adult', 'Surrealism']",0.9009832993217411,7.2,-0.2295903048602725,1,3,0.25,4,"(0.211, 0.263]",0,0.6109454996482295
105872,clueless,"['Comedy', 'Romance Film', 'Romantic comedy', 'Coming of age', 'Teen', 'LGBT', 'Comedy of manners']",0.0524250561462963,6.9,0.3646395212568695,6,2,0.75,8,"(0.737, 0.789]",1,0.6193099797987962
26971354,melancholia,"['Science Fiction', 'Drama']",1.0222059054896617,5.8,-0.5670482846091498,0,2,0.0,2,,0,0.6121882232096119
28397585,the three musketeers,"['Adventure', 'Romance Film', 'Action', 'Action/Adventure']",1.0222059054896617,6.2,-0.5675082026450814,0,1,0.0,1,,0,0.6121926669637467
320527,pink flamingos,"['Comedy', 'Horror', 'Cult', 'Gay', 'Drama', 'Gross-out film', 'Gross out', 'Gay Interest', 'Crime Fiction', 'Black comedy', 'Gay Themed']",-1.3416349147847917,6.0,-0.46106272832891604,6,2,0.75,8,"(0.737, 0.789]",1,0.6497635307954163
2748709,brick,"['Mystery', 'Detective', 'Thriller', 'Drama', 'Neo-noir', 'Indie', 'Film noir', 'Teen', 'Crime Fiction', 'Detective fiction', 'Crime Thriller']",0.7191493900698601,7.2,-0.13883314576977335,0,1,0.0,1,,0,0.6130967540774119
169788,friday,"['Comedy', 'Cult', 'Drama', 'Coming of age', 'Comedy-drama', 'Stoner film', 'Buddy film']",0.0524250561462963,6.1,-0.5668478075165643,4,2,0.6666666666666666,6,"(0.632, 0.684]",1,0.6282062800529749
14545761,17 again,"['Comedy', 'Romance Film', 'Romantic comedy', 'Drama', 'Coming of age', 'Fantasy', 'Fantasy Comedy', 'Teen']",0.9009832993217411,6.4,0.26524612349165505,3,1,0.75,4,"(0.737, 0.789]",1,0.6061482114099007
7167797,"synecdoche, new york","['Comedy', 'Comedy-drama', 'Indie', 'Drama']",0.8403719962377808,7.5,-0.18852787919068856,0,1,0.0,1,,0,0.6115585648886612
1493245,baby's day out,"['Comedy', 'Drama', 'Slapstick', 'Crime Fiction', ""Children's/Family"", 'Family Film', 'Adventure', 'Family-Oriented Adventure']",-0.008186246937664047,6.2,-0.35408657935590654,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6271762306530103
35587809,ruby sparks,"['Romantic comedy', 'Fantasy']",1.082817208573622,7.2,-0.15713945596920398,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6072068619363665
1528272,murder in the first,"['Prison', 'Drama', 'Period piece', 'Crime Fiction', 'Courtroom Drama']",0.0524250561462963,7.3,-0.44959229389431465,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.627091043276423
747689,hair,"['Comedy', 'Musical', 'Cult', 'Drama', 'Anti-war', 'Period piece', 'War film', 'LGBT']",-0.9173557931970692,7.5,-0.4110613828840464,1,5,0.16666666666666666,6,"(0.158, 0.211]",0,0.6424944307183498
337740,bram stoker's dracula,"['Costume drama', 'Romance Film', 'Horror', 'Cult', 'Thriller', 'Drama', 'Gothic Film', 'Fantasy', 'Period piece', 'Costume Horror', 'Film adaptation']",-0.12940885310558473,6.2,-0.5576258612576284,1,4,0.2,5,"(0.158, 0.211]",0,0.6310927177759285
4803480,the cat in the hat,"['Comedy', 'Musical', 'Fantasy', 'Family Film', 'Adventure']",0.5373154808179791,7.2,-0.5593476056998338,6,1,0.8571428571428571,7,"(0.842, 0.895]",1,0.6201571320016894
21225053,cloudy with a chance of meatballs,"['Comedy', ""Children's"", 'Fantasy', 'Computer Animation', 'Family Film', 'Animation', 'Adventure', 'Disaster']",0.9009832993217411,6.9,0.4176205066268343,4,3,0.5714285714285714,7,"(0.526, 0.579]",1,0.6046668101339823
1840775,white oleander,"['Coming of age', 'Melodrama', 'Film adaptation', 'Drama']",0.4767041777340187,7.1,-0.4352955255465953,1,3,0.25,4,"(0.211, 0.263]",0,0.6199692637471955
146908,scarlet street,"['Mystery', 'Romance Film', 'Thriller', 'Drama', 'Black-and-white', 'Film noir', 'Crime Fiction', 'Crime Drama']",-2.9781400980517208,7.7,-0.49543472239887987,3,1,0.75,4,"(0.737, 0.789]",1,0.6757216460896097
22739948,fish tank,"['Coming of age', 'Indie', 'Drama']",0.9009832993217411,7.3,-0.31459652303993485,2,1,0.6666666666666666,3,"(0.632, 0.684]",1,0.6117674792628989
17527920,ninja assassin,"['Action', 'Action/Adventure', 'Thriller', 'Ninja movie', 'Drama', 'Action Thrillers', 'Martial Arts Film', 'Crime Fiction']",0.9009832993217411,6.3,-0.2745089663695905,0,1,0.0,1,,0,0.611379925894363
76617,vertigo,"['Mystery', 'Romance Film', 'Detective', 'Thriller', 'Psychological thriller', 'Drama', 'Suspense', 'Film noir', 'Crime Fiction', 'Crime Thriller', 'Film adaptation']",-2.1901931579602363,8.3,1.0775557171080483,3,1,0.75,4,"(0.737, 0.789]",1,0.649057319901424
1428048,the last of the mohicans,"['Costume drama', 'Romance Film', 'Drama', 'Period piece', 'War film', 'Film adaptation', 'Romantic drama']",-0.12940885310558473,6.7,-0.5675121335684654,2,6,0.25,8,"(0.211, 0.263]",0,0.6311863843386193
2450308,the fountain,"['Costume drama', 'Romance Film', 'Drama', 'Science Fiction', 'Romantic drama']",0.7191493900698601,6.1,-0.5671033175365262,0,2,0.0,2,,0,0.6172229280209087
1045986,cop land,"['Crime Thriller', 'Drama', 'Crime Fiction', 'Thriller']",0.173647662314217,7.0,-0.16475365456407132,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6223801454749732
26739428,the thing,"['Science Fiction', 'Mystery', 'Horror', 'Thriller']",1.0222059054896617,7.1,-0.43972174527701374,6,8,0.42857142857142855,14,"(0.421, 0.474]",0,0.6109572715374434
12230323,wild child,"['Comedy', 'Romance Film', 'Teen', 'Drama']",0.8403719962377808,5.0,-0.5674138604838647,3,3,0.5,6,"(0.474, 0.526]",1,0.6152152002282453
27686452,it's kind of a funny story,"['Comedy', 'Drama', 'Coming of age', 'Indie', 'Comedy-drama']",0.9615946024057015,7.1,0.009236876259892347,4,1,0.8,5,"(0.789, 0.842]",1,0.6076196842056469
27891311,moneyball,"['Biography', 'Sports', 'Biographical film', 'Drama']",1.0222059054896617,6.0,-0.5600394482154232,1,1,0.5,2,"(0.474, 0.526]",1,0.6121205011261699
1241914,erin brockovich,"['Docudrama', 'Romance Film', 'Drama', 'Legal drama', 'Biographical film', 'Courtroom Drama', 'Comedy-drama', 'Feminist Film']",0.355481571566098,7.4,0.2696526886051534,1,1,0.5,2,"(0.474, 0.526]",1,0.6152016298937425
11942501,tropic thunder,"['Comedy', 'Action', 'Action/Adventure', 'Action Comedy', 'Parody', 'Satire', 'Adventure']",0.8403719962377808,7.1,1.1538234926050104,4,3,0.5714285714285714,7,"(0.526, 0.579]",1,0.5985046562607447
284619,to die for,"['Comedy', 'Drama', 'Parody', 'Satire', 'Crime Fiction', 'Black comedy']",0.0524250561462963,4.7,-0.5652990237032562,1,2,0.3333333333333333,3,"(0.316, 0.368]",0,0.6281915581767182
